name,genre
Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,"Mystery, Shounen"
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,"Comedy, Mystery, Police, Shounen"
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 01: The Timed Skyscraper,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 02: The Fourteenth Target,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 03: The Last Wizard of the Century,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 04: Captured in Her Eyes,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 05: Countdown to Heaven,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 06: The Phantom of Baker Street,"Adventure, Mystery, Police, Shounen"
Detective Conan Movie 07: Crossroad in the Ancient Capital,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 08: Magician of the Silver Sky,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 08: Time Travel of the Silver Sky,"Adventure, Mystery"
Detective Conan Movie 09: Promo Special,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 09: Strategy Above the Depths,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 10: Promo Special,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 10: Requiem of the Detectives,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 11: Jolly Roger in the Deep Azure,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 12: Full Score of Fear,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 13: The Raven Chaser,"Action, Mystery, Police, Shounen"
Detective Conan Movie 14: The Lost Ship in the Sky,"Action, Mystery, Police, Shounen"
Detective Conan Movie 15: Quarter of Silence,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 16: The Eleventh Striker,"Adventure, Comedy, Mystery, Police, Shounen, Sports"
Detective Conan Movie 17: Private Eye in the Distant Sea,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan Movie 18: The Sniper from Another Dimension,"Action, Mystery, Police, Shounen"
Detective Conan Movie 19: The Hellfire Sunflowers,"Action, Mystery, Police, Shounen"
Detective Conan Movie 20: The Darkest Nightmare,"Action, Mystery, Police, Shounen"
Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,"Adventure, Comedy, Mystery, Shounen"
Detective Conan OVA 02: 16 Suspects,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan OVA 04: Conan and Kid and Crystal Mother,"Adventure, Mystery, Police, Shounen"
Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan OVA 06: Follow the Vanished Diamond! Conan &amp; Heiji vs. Kid!,"Comedy, Mystery, Police, Shounen"
Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki&#039;s Case Files,"Comedy, Mystery, Police, Shounen"
Detective Conan OVA 09: The Stranger in 10 Years...,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan OVA 10: Kid in Trap Island,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan OVA 11: A Secret Order from London,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan OVA 12: The Miracle of Excalibur,"Comedy, Mystery, Police, Shounen, Sports"
Detective Conan vs. Wooo,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan: Black History,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan: Black History 2,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan: Conan vs. Kid - Jet Black Sniper,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan: Conan vs. Kid - Shark &amp; Jewel,"Adventure, Comedy, Kids, Mystery, Police, Shounen"
Detective Conan: Episode One - Chiisaku Natta Meitantei,"Adventure, Comedy, Mystery, Police, Shounen"
Detective Conan: Happy New Year Special,"Action, Comedy, Mystery, Police, Shounen"
Detective Conan: The Fugitive Kogorou Mouri,"Comedy, Mystery"
Detective File 1: Kindan no Ai,Hentai
Detonator Orgun,"Action, Mecha, Sci-Fi"
Detroit Metal City,"Comedy, Music"
Detroit Metal City: Birth of the Metal Devil,"Comedy, Music, Parody, Romance"
Deva Zan,"Action, Fantasy"
Devil May Cry,"Action, Demons, Fantasy"
Devil Survivor 2 The Animation,"Action, Demons, Supernatural"
Devilman,"Action, Demons, Horror, Supernatural"
Devilman Lady,"Action, Drama, Horror, Psychological"
Devilman: Tanjou-hen,"Demons, Horror, Sci-Fi, Supernatural"
Devilman: Yochou Sirene-hen,"Demons, Horror, Sci-Fi, Supernatural"
Devour Dinner,"Dementia, Fantasy"
Di Gi Charat,"Comedy, Fantasy, Sci-Fi"
Di Gi Charat Christmas Special,Comedy
Di Gi Charat Natsuyasumi Special,Comedy
Di Gi Charat Nyo,"Comedy, Fantasy, Sci-Fi"
Di Gi Charat Ohanami Special,Comedy
Di Gi Charat Summer Special 2000,Comedy
Di Gi Charat Tsuyu Specials,Comedy
Di Gi Charat: Hoshi no Tabi,Comedy
Di Gi Charat: Kuchi Kara Bazooka,Comedy
Diabolik Lovers,"Harem, School, Shoujo, Vampire"
"Diabolik Lovers More,Blood","Harem, School, Shoujo, Vampire"
Diabolik Lovers OVA,"Harem, School, Shoujo, Vampire"
Diabolik Lovers Recap,"Shoujo, Vampire"
Diabolus: Kikoku,Hentai
Diamond no Ace,"Comedy, School, Shounen, Sports"
Diamond no Ace OVA,"Comedy, School, Shounen, Sports"
Diamond no Ace: Second Season,"Comedy, School, Shounen, Sports"
Diamond no Ace: Second Season OVA,"Comedy, School, Shounen, Sports"
Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids"
Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids"
Digimon Adventure 02 Movies,"Adventure, Fantasy, Kids, Sci-Fi"
Digimon Adventure 02: Diablomon no Gyakushuu,"Adventure, Comedy, Drama, Kids, Sci-Fi"
Digimon Adventure 3D: Digimon Grand Prix!,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports"
Digimon Adventure Movie,"Action, Fantasy, Kids, Sci-Fi"
Digimon Adventure tri. 1: Saikai,"Action, Adventure, Comedy, Drama"
Digimon Adventure tri. 2: Ketsui,"Action, Adventure, Comedy, Drama"
Digimon Adventure tri. 3: Kokuhaku,"Action, Adventure, Comedy, Drama"
Digimon Adventure: Bokura no War Game!,"Adventure, Comedy, Kids, Sci-Fi"
Digimon Frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
Digimon Frontier: Ornismon Fukkatsu!!,"Adventure, Comedy, Drama, Fantasy, Shounen"
Digimon Savers,"Adventure, Comedy, Drama, Fantasy, Shounen"
Digimon Savers 3D: Digital World Kiki Ippatsu!,"Action, Adventure, Fantasy, Kids, Supernatural"
Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,"Action, Adventure, Comedy, Fantasy, Shounen"
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural"
Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen"
Digimon Tamers: Boukensha-tachi no Tatakai,"Adventure, Drama, Sci-Fi, Shounen"
Digimon Tamers: Bousou Digimon Tokkyuu,"Adventure, Comedy, Sci-Fi, Shounen"
Digimon X-Evolution,"Action, Adventure, Fantasy, Sci-Fi"
Digimon Xros Wars,"Action, Adventure, Comedy, Fantasy, Shounen"
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen"
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,"Action, Adventure, Comedy, Fantasy, Shounen"
Digital Devil Story: Megami Tensei,"Adventure, Demons, Drama, Fantasy, Horror, Mystery, Psychological, School, Supernatural"
Digital Juice,"Comedy, Psychological"
Dimension Loop,Sci-Fi
Dimension W,"Action, Sci-Fi, Seinen"
DinoZone,"Adventure, Sci-Fi, Shounen"
Dirty Pair,"Adventure, Comedy, Police, Sci-Fi"
Dirty Pair Flash,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi"
Dirty Pair Flash 2,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi"
Dirty Pair Flash 3,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi"
Dirty Pair OVA,"Adventure, Comedy, Police, Sci-Fi"
Dirty Pair no Ooshoubu: Nolandia no Nazo,"Action, Adventure, Comedy, Police, Sci-Fi"
Dirty Pair: Bouryaku no 005-bin,"Action, Adventure, Comedy, Police, Sci-Fi"
Dirty Pair: Lovely Angels yori Ai wo Komete,"Action, Adventure, Comedy, Police, Sci-Fi"
Dirty Pair: The Movie,"Adventure, Comedy, Police, Sci-Fi"
Discipline,"Hentai, School"
Discipline Zero,Hentai
Discode: Ijou Seiai,Hentai
Divergence Eve,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space"
Divergence Eve 2: Misaki Chronicles,"Adventure, Drama, Mecha, Military, Sci-Fi, Space"
Divine Gate,"Action, Fantasy, Sci-Fi"
Docchi ni Suru?,Kids
Dochinpira,"Action, Comedy, Hentai"
Doctor Chichibuyama,"Ecchi, Parody, Seinen"
Document Taiyou no Kiba Dagram,"Drama, Mecha, Military, Sci-Fi, Shounen"
Dog Days,"Action, Adventure, Fantasy, Magic"
Dog Days Recap,"Action, Adventure, Fantasy, Magic"
Dog Days&#039;,"Action, Adventure, Fantasy, Magic"
Dog Days&#039; Specials,"Action, Adventure, Fantasy, Magic"
Dog Days&#039;&#039;,"Action, Adventure, Fantasy, Magic"
Doggy Poo,"Fantasy, Kids"
Dogs: Bullets &amp; Carnage,"Action, Seinen"
Dokidoki Densetsu: Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen"
Dokidoki Oyako Lesson: Oshiete H na Obenkyou,Hentai
Dokidoki! Precure,"Action, Fantasy, Magic, Shoujo"
Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,"Fantasy, Kids, Magic, Shoujo"
Dokkiri Doctor,"Comedy, Slice of Life"
Dokkoida,"Action, Adventure, Comedy, Parody, Sci-Fi, Shounen"
Dokonjou Gaeru,"Comedy, Slice of Life"
Doku Tenshi no Shippo,"Comedy, Fantasy, Magic, Romance"
Dokusen,Hentai
Dokushin Apartment Dokudamisou,"Comedy, Ecchi"
Doll Saaya,Hentai
Dominion,"Comedy, Mecha, Police, Sci-Fi"
Domo TV,Comedy
Don Chuck Monogatari,"Adventure, Kids, Slice of Life"
Don: Gokudou Suikoden,Drama
Donburi Kazoku,Hentai
Dondon Domeru to Ron,"Comedy, Kids"
Donna Donna,"Music, Slice of Life"
Donten ni Warau,"Action, Historical, Shoujo"
Donyatsu,"Comedy, Sci-Fi, Seinen"
Donyatsu Specials,"Comedy, Sci-Fi, Seinen"
Doraemon,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon (1979),"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
Doraemon Meets Hattori the Ninja,"Comedy, Kids, Sci-Fi, Shounen"
Doraemon Movie 01: Nobita no Kyouryuu,"Adventure, Comedy"
Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon Movie 03: Nobita no Daimakyou,Adventure
Doraemon Movie 04: Nobita no Kaitei Kiganjou,Fantasy
Doraemon Movie 05: Nobita no Makai Daibouken,Fantasy
Doraemon Movie 06: Nobita no Little Star Wars,"Fantasy, Space"
Doraemon Movie 07: Nobita to Tetsujin Heidan,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon Movie 08: Nobita to Ryuu no Kishi,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon Movie 09: Nobita no Parallel Saiyuuki,"Adventure, Fantasy, Kids, Sci-Fi, Shounen"
Doraemon Movie 10: Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon Movie 11: Nobita to Animal Planet,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon Movie 13: Nobita to Kumo no Oukoku,"Adventure, Comedy"
Doraemon Movie 14: Nobita to Buriki no Labyrinth,Fantasy
Doraemon Movie 15: Nobita to Mugen Sankenshi,"Adventure, Fantasy, Kids, Sci-Fi, Shounen"
Doraemon Movie 16: Nobita no Sousei Nikki,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
Doraemon Movie 17: Nobita to Ginga Express,Fantasy
Doraemon Movie 18: Nobita no Nejimaki City Boukenki,"Adventure, Fantasy, Kids, Shounen"
Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,"Adventure, Comedy, Fantasy, Kids, Shounen, Space"
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,"Adventure, Comedy, Fantasy, Historical, Kids, Shounen"
Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,"Adventure, Fantasy, Kids, Shounen"
Doraemon Movie 23: Nobita to Robot Kingdom,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,"Adventure, Comedy, Fantasy, Kids"
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"Adventure, Comedy, Kids, Sci-Fi"
Doraemon Movie 26: Nobita no Kyouryuu 2006,"Adventure, Comedy, Kids"
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,"Adventure, Comedy, Fantasy"
Doraemon Movie 28: Nobita to Midori no Kyojin Den,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids"
Doraemon Movie 30: Nobita no Ningyo Daikaisen,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,"Adventure, Comedy, Fantasy, Kids"
Doraemon Movie 36: Shin Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen"
"Doraemon Movie: Boku, Momotarou no Nanna no Sa","Adventure, Fantasy, Kids, Sci-Fi, Shounen"
Doraemon and Itchy the Stray,"Comedy, Kids, Sci-Fi, Shounen"
Doraemon&#039;s Time Capsule for 2001,"Adventure, Comedy, Kids, Sci-Fi, Shounen"
Doraemon: 2112-nen Doraemon Tanjou,"Comedy, Fantasy, Kids"
Doraemon: Doraemon Comes Back,"Comedy, Fantasy, Kids, Sci-Fi, Shounen"
Doraemon: Doraemon Comes Back (Movie),"Comedy, Fantasy, Kids"
Doraemon: Ganbare! Gian!!,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon: It&#039;s Summer!,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon: It&#039;s Winter!,"Adventure, Comedy, Fantasy, Kids, Shounen"
Doraemon: Nobita&#039;s the Night Before a Wedding,Fantasy
Doraemon: Obaachan no Omoide,"Comedy, Fantasy, Kids, Sci-Fi, Shounen"
Doraemon: The Day When I Was Born,"Comedy, Fantasy, Kids, Sci-Fi, Shounen"
Dorami &amp; Doraemons: Robot School&#039;s Seven Mysteries,Fantasy
Dorami &amp; Doraemons: Space Land&#039;s Critical Event,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
Dore Dore no Uta,Music
Dorei Ichiba,Hentai
Dorei Kaigo,Hentai
Dorei Maid Princess,"Fantasy, Hentai"
Dorei Usagi to Anthony The Animation,Hentai
Dorimogu Daa!!,"Adventure, Fantasy, Kids"
Dororo to Hyakkimaru,"Action, Adventure, Supernatural"
Dororon Enma-kun,"Comedy, Demons, Fantasy, Horror, Shounen, Supernatural"
Dororon Enma-kun Meeramera,"Action, Comedy, Ecchi, Fantasy, Magic, Super Power, Supernatural"
Dotto Koni-chan,Comedy
Double Circle,"Sci-Fi, Super Power"
Double-J,"Comedy, School, Shounen"
Doubutsu Kankyou Kaigi,Kids
Doubutsu Mura no Daisodou,Action
Doubutsu Mura no Sports Day,Action
Doubutsu Sumo Taikai,Action
Doubutsu Takarajima,Adventure
Doubutsu no Mori,"Kids, Slice of Life"
Doudou,Fantasy
Doujin Work,"Comedy, Slice of Life"
Doujouji,"Historical, Supernatural"
Doukyuusei,"Kids, Music"
Doukyuusei (Movie),"Romance, School, Shounen Ai, Slice of Life"
Doukyuusei (OVA): Climax,Hentai
Doukyuusei (OVA): Natsu no Owari ni,"Drama, Harem, Hentai, Romance"
Doukyuusei 2 (OVA),Hentai
Doukyuusei 2 (OVA) Special: Sotsugyousei,"Ecchi, Harem, School"
Doura,Hentai
Dousou Kai,"Harem, Hentai, Romance"
Dousou Kai Again,Hentai
Doutei Kawaiya,Hentai
Downloader,Music
Dr.,"Action, Adventure, Magic, Music, Sci-Fi, Super Power"
Dr. Rin ni Kiitemite!,"Comedy, Fantasy, Magic, Romance, School, Shoujo"
Dr. Slump,"Comedy, Sci-Fi, Shounen, Slice of Life"
Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 02: &quot;Hoyoyo!&quot; Uchuu Daibouken,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 10: Arale no Bikkuriman,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 11: Dr. Mashirito &amp; Abale-chan,"Comedy, Sci-Fi, Shounen"
Dr. Slump: Arale-chan,"Comedy, Sci-Fi, Shounen, Slice of Life"
Dr. Typhoon,"Drama, Seinen, Sports"
Dragon Age: Blood Mage no Seisen,"Action, Fantasy"
Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Dragon Ball GT,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power"
Dragon Ball GT: Goku Gaiden! Yuuki no Akashi wa Suushinchuu,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Dragon Ball Kai,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Dragon Ball Kai (2014),"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,"Action, Comedy, Fantasy, Sci-Fi, Shounen, Super Power"
Dragon Ball Movie 1: Shen Long no Densetsu,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
Dragon Ball Movie 2: Majinjou no Nemuri Hime,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power"
Dragon Ball Movie 3: Makafushigi Daibouken,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power"
Dragon Ball Movie 4: Saikyou e no Michi,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power"
Dragon Ball Specials,"Comedy, Fantasy, Shounen, Super Power"
Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,"Adventure, Fantasy, Sci-Fi, Shounen"
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,"Action, Adventure, Comedy, Demons, Fantasy, Martial Arts, Shounen, Super Power"
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
Dragon Ball Z Movie 14: Kami to Kami,"Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power"
Dragon Ball Z Movie 15: Fukkatsu no F,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,"Adventure, Drama, Fantasy, Shounen"
Dragon Ball Z: Atsumare! Gokuu World,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
Dragon Ball Z: Summer Vacation Special,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Slice of Life, Super Power"
Dragon Ball: Episode of Bardock,"Action, Adventure, Comedy, Fantasy, Martial Arts, Sci-Fi, Shounen, Super Power"
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,"Action, Adventure, Comedy, Fantasy"
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,"Adventure, Fantasy, Martial Arts, Sci-Fi, Shounen, Super Power"
Dragon Collection,"Fantasy, Shounen"
Dragon Crisis!,"Action, Magic, Romance, School, Seinen, Supernatural"
Dragon Drive,"Action, Adventure, Comedy, Fantasy, School, Sci-Fi, Shounen"
Dragon Half,"Comedy, Fantasy, Parody"
Dragon Knight,"Action, Demons, Fantasy, Hentai"
Dragon Knight 4,"Adventure, Fantasy, Hentai, Magic"
Dragon Knight Gaiden,"Action, Demons, Fantasy, Hentai"
Dragon League,"Adventure, Comedy, Fantasy, Shounen, Sports"
Dragon Nest: Warriors&#039; Dawn,"Action, Adventure, Fantasy, Magic"
Dragon Pink,"Action, Adventure, Comedy, Fantasy, Hentai, Magic, Supernatural"
Dragon Quest: Abel Yuusha Densetsu,"Action, Adventure, Fantasy, Shounen"
Dragon Quest: Dai no Daibouken,"Adventure, Comedy, Demons, Fantasy, Magic, Martial Arts, Shounen"
Dragon Quest: Dai no Daibouken (1991),"Adventure, Demons, Fantasy, Magic, Shounen"
Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,"Action, Adventure, Fantasy, Magic, Shounen"
Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,"Action, Adventure, Fantasy, Magic, Shounen"
Dragon Rider,Hentai
Dragon&#039;s Heaven,"Action, Adventure, Fantasy, Mecha, Sci-Fi"
DragonBlade,"Action, Fantasy"
Dragonaut: The Resonance,"Action, Drama, Fantasy, Mecha, Romance, Sci-Fi"
Dragonaut: The Resonance Special,"Action, Mecha, Romance, Sci-Fi, Space"
Dragoon,"Adventure, Fantasy"
Dream C Club Pure Songs Clips,Music
Dream Creator feat. GUMI,Music
Dream Hazard: Akuma no Program,Hentai
Dream Hunter Rem,"Ecchi, Magic"
Drifters: Special Edition,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen"
Druaga no Tou: The Aegis of Uruk,"Adventure, Comedy, Fantasy"
Druaga no Tou: The Aegis of Uruk - Jil no Bouken,"Adventure, Fantasy"
Druaga no Tou: The Sword of Uruk,"Adventure, Fantasy"
Dual Parallel! Trouble Adventures,"Action, Comedy, Harem, Mecha, Sci-Fi, Shounen"
Dual Parallel! Trouble Adventures Special,"Comedy, Drama, Harem, Mecha, Romance, Sci-Fi"
Duel Masters,"Action, Adventure, Comedy, Shounen"
Duel Masters Charge,"Action, Adventure, Comedy, Shounen"
Duel Masters Cross,"Action, Adventure, Comedy, Shounen"
Duel Masters Cross Shock,"Action, Adventure, Comedy, Shounen"
Duel Masters Movie 1: Yami no Shiro no Maryuuou,"Adventure, Kids"
Duel Masters Movie 2: Lunatic God Saga,"Action, Adventure, Comedy, Shounen"
Duel Masters Movie 3: Honoo no Kizuna XX,"Game, Shounen"
Duel Masters Zero,"Action, Kids"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Comedy, Fantasy, Romance"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,"Action, Adventure, Comedy, Fantasy, Romance"
Durarara!!,"Action, Mystery, Supernatural"
Durarara!! Specials,"Action, Comedy, Supernatural"
Durarara!!x2 Ketsu,"Action, Mystery, Supernatural"
Durarara!!x2 Ketsu: Dufufufu!!,"Action, Mystery, Supernatural"
Durarara!!x2 Shou,"Action, Mystery, Supernatural"
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"Action, Mystery, Supernatural"
Durarara!!x2 Ten,"Action, Mystery, Supernatural"
Durarara!!x2 Ten: Onoroke Chakapoko,"Action, Mystery, Supernatural"
DušaN,"Music, Psychological"
